ユースケースID,ユースケース機能ID,ユースケース,カテゴリ,アプリ(実データ列),判定理由
UC-2745,UC-GL-671,ソフトウェア開発管理のパッケージ管理,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2746,UC-GL-672,ソフトウェア開発管理のビルドキャッシュ最適化,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2747,UC-GL-673,ソフトウェア開発管理のビルド成果物の管理,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2748,UC-GL-674,ソフトウェア開発管理のビルド自動化,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2749,UC-GL-675,ソフトウェア開発管理のブランチ/マージ戦略統一,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2750,UC-GL-676,ソフトウェア開発管理のブランチ戦略設計,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2751,UC-GL-677,ソフトウェア開発管理のホットフィックス管理,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2752,UC-GL-678,ソフトウェア開発管理のマージ戦略統一,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2753,UC-GL-679,ソフトウェア開発管理のユーザ受入テスト支援,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2754,UC-GL-680,ソフトウェア開発管理のライセンス遵守,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2755,UC-GL-681,ソフトウェア開発管理のライセンス遵守の確認,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2756,UC-GL-682,ソフトウェア開発管理のリファクタリング計画,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2757,UC-GL-683,ソフトウェア開発管理のリリースノート作成,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2758,UC-GL-684,ソフトウェア開発管理のリリースブランチ管理,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2759,UC-GL-685,ソフトウェア開発管理のリリース凍結の運用,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2760,UC-GL-686,ソフトウェア開発管理のリリース凍結対応,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2761,UC-GL-687,ソフトウェア開発管理のリリース判定,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2762,UC-GL-688,ソフトウェア開発管理のリリース基準の明確化,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2763,UC-GL-689,ソフトウェア開発管理のリリース後の監視連携,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2764,UC-GL-690,ソフトウェア開発管理のリリース後フォロー,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2765,UC-GL-691,ソフトウェア開発管理のリリース準備チェック,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2766,UC-GL-692,ソフトウェア開発管理のリリース計画管理,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2767,UC-GL-693,ソフトウェア開発管理のリリース頻度管理,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2768,UC-GL-694,ソフトウェア開発管理のレビューSLAの運用,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2769,UC-GL-695,ソフトウェア開発管理のレビューSLA管理,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2770,UC-GL-696,ソフトウェア開発管理のレビューガイドライン整備,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2771,UC-GL-697,ソフトウェア開発管理の依存脆弱性対応,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2772,UC-GL-698,ソフトウェア開発管理の依存関係の定期更新,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2773,UC-GL-699,ソフトウェア開発管理の依存関係管理,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2774,UC-GL-700,ソフトウェア開発管理の再発防止策の実装,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2775,UC-GL-701,ソフトウェア開発管理の分岐の最小化,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2776,UC-GL-702,ソフトウェア開発管理の単体テスト自動化,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2777,UC-GL-703,ソフトウェア開発管理の品質ゲートの設計,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2778,UC-GL-704,ソフトウェア開発管理の品質ゲート運用,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2779,UC-GL-705,ソフトウェア開発管理の品質メトリクス管理,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2780,UC-GL-706,ソフトウェア開発管理の品質レポート,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2781,UC-GL-707,ソフトウェア開発管理の品質レポートの共有,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2782,UC-GL-708,ソフトウェア開発管理の品質指標の可視化,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2783,UC-GL-709,ソフトウェア開発管理の変更リスク評価,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2784,UC-GL-710,ソフトウェア開発管理の変更履歴の管理,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2785,UC-GL-711,ソフトウェア開発管理の変更履歴管理,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2786,UC-GL-712,ソフトウェア開発管理の実装ガイドライン整備,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2787,UC-GL-713,ソフトウェア開発管理の性能テスト実行,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2788,UC-GL-714,ソフトウェア開発管理の性能要件の実装,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2789,UC-GL-715,ソフトウェア開発管理の性能要件反映,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2790,UC-GL-716,ソフトウェア開発管理の技術負債の可視化,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2791,UC-GL-717,ソフトウェア開発管理の技術負債管理,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2792,UC-GL-718,ソフトウェア開発管理の環境依存の排除,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2793,UC-GL-719,ソフトウェア開発管理の環境依存の管理,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2794,UC-GL-720,ソフトウェア開発管理の監視/運用連携の設計,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2795,UC-GL-721,ソフトウェア開発管理の秘密情報の管理,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2796,UC-GL-722,ソフトウェア開発管理の秘密情報管理,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2797,UC-GL-723,ソフトウェア開発管理の統合テスト自動化,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2798,UC-GL-724,ソフトウェア開発管理の継続的改善,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2799,UC-GL-725,ソフトウェア開発管理の継続的改善の計画,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2800,UC-GL-726,ソフトウェア開発管理の脆弱性修正の優先順位付け,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2801,UC-GL-727,ソフトウェア開発管理の脆弱性修正リリース,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-2802,UC-GL-728,ソフトウェア開発管理の自動化率の改善,ソフトウェア開発および管理,GitLab; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
